"price","screensize","memorygb","color","cellular","respID","qID","altID","obsID"
"$529","7.9 in","128 GB","Space Grey","WiFi + Cellular",29,1,4,225
"$529","10.2 in","32 GB","Silver","WiFi only",29,2,1,226
"$459","7.9 in","128 GB","Space Grey","WiFi + Cellular",29,2,2,226
"$459","10.2 in","128 GB","Rose Gold","WiFi only",29,2,3,226
"$459","7.9 in","64 GB","Space Grey","WiFi + Cellular",29,2,4,226
"$549","10.2 in","128 GB","Silver","WiFi + Cellular",29,3,1,227
"$459","10.2 in","256 GB","Silver","WiFi + Cellular",29,3,2,227
"$399","7.9 in","128 GB","Silver","WiFi only",29,3,3,227
"$429","7.9 in","128 GB","Silver","WiFi + Cellular",29,3,4,227
"$679","7.9 in","128 GB","Silver","WiFi only",29,4,1,228
"$399","7.9 in","128 GB","Space Grey","WiFi + Cellular",29,4,2,228
"$549","7.9 in","64 GB","Silver","WiFi only",29,4,3,228
"$529","7.9 in","32 GB","Silver","WiFi only",29,4,4,228
"$679","10.2 in","32 GB","Space Grey","WiFi + Cellular",29,5,1,229
"$429","7.9 in","128 GB","Rose Gold","WiFi + Cellular",29,5,2,229
"$549","7.9 in","128 GB","Silver","WiFi + Cellular",29,5,3,229
"$399","7.9 in","32 GB","Rose Gold","WiFi only",29,5,4,229
"$549","10.2 in","32 GB","Space Grey","WiFi only",29,6,1,230
"$329","10.2 in","256 GB","Rose Gold","WiFi only",29,6,2,230
"$399","10.2 in","128 GB","Silver","WiFi + Cellular",29,6,3,230
"$679","10.2 in","128 GB","Silver","WiFi + Cellular",29,6,4,230
"$559","7.9 in","64 GB","Rose Gold","WiFi + Cellular",29,7,1,231
"$559","10.2 in","32 GB","Rose Gold","WiFi + Cellular",29,7,2,231
"$459","7.9 in","128 GB","Rose Gold","WiFi + Cellular",29,7,3,231
"$559","10.2 in","128 GB","Silver","WiFi only",29,7,4,231
"$399","7.9 in","32 GB","Rose Gold","WiFi only",29,8,1,232
"$559","7.9 in","64 GB","Rose Gold","WiFi + Cellular",29,8,2,232
"$559","10.2 in","256 GB","Rose Gold","WiFi only",29,8,3,232
"$529","10.2 in","64 GB","Rose Gold","WiFi only",29,8,4,232
"$399","10.2 in","128 GB","Silver","WiFi + Cellular",30,1,1,233
"$529","10.2 in","128 GB","Silver","WiFi only",30,1,2,233
"$559","10.2 in","128 GB","Silver","WiFi only",30,1,3,233
"$329","10.2 in","256 GB","Space Grey","WiFi + Cellular",30,1,4,233
"$429","10.2 in","32 GB","Space Grey","WiFi + Cellular",30,2,1,234
"$459","10.2 in","64 GB","Silver","WiFi only",30,2,2,234
"$559","10.2 in","128 GB","Silver","WiFi + Cellular",30,2,3,234
"$459","7.9 in","64 GB","Silver","WiFi only",30,2,4,234
"$329","10.2 in","64 GB","Silver","WiFi only",30,3,1,235
"$529","7.9 in","64 GB","Space Grey","WiFi only",30,3,2,235
"$429","10.2 in","256 GB","Silver","WiFi + Cellular",30,3,3,235
"$399","7.9 in","256 GB","Silver","WiFi + Cellular",30,3,4,235
"$429","10.2 in","64 GB","Space Grey","WiFi + Cellular",30,4,1,236
"$399","7.9 in","32 GB","Space Grey","WiFi only",30,4,2,236
"$529","10.2 in","64 GB","Silver","WiFi + Cellular",30,4,3,236
"$549","7.9 in","256 GB","Rose Gold","WiFi + Cellular",30,4,4,236
"$529","7.9 in","32 GB","Rose Gold","WiFi only",30,5,1,237
"$559","10.2 in","32 GB","Space Grey","WiFi only",30,5,2,237
"$679","10.2 in","256 GB","Space Grey","WiFi + Cellular",30,5,3,237
"$559","10.2 in","128 GB","Silver","WiFi + Cellular",30,5,4,237
"$399","7.9 in","256 GB","Rose Gold","WiFi only",30,6,1,238
"$399","10.2 in","64 GB","Rose Gold","WiFi only",30,6,2,238
"$399","10.2 in","256 GB","Silver","WiFi + Cellular",30,6,3,238
"$429","10.2 in","32 GB","Rose Gold","WiFi + Cellular",30,6,4,238
"$559","10.2 in","256 GB","Rose Gold","WiFi only",30,7,1,239
"$399","10.2 in","32 GB","Rose Gold","WiFi only",30,7,2,239
"$549","7.9 in","256 GB","Silver","WiFi + Cellular",30,7,3,239
"$529","10.2 in","128 GB","Space Grey","WiFi only",30,7,4,239
"$399","7.9 in","256 GB","Silver","WiFi + Cellular",30,8,1,240
"$679","7.9 in","256 GB","Silver","WiFi + Cellular",30,8,2,240
"$459","10.2 in","128 GB","Rose Gold","WiFi + Cellular",30,8,3,240
"$549","10.2 in","256 GB","Rose Gold","WiFi only",30,8,4,240
"$559","7.9 in","64 GB","Rose Gold","WiFi only",31,1,1,241
"$679","7.9 in","256 GB","Space Grey","WiFi only",31,1,2,241
"$679","7.9 in","256 GB","Rose Gold","WiFi only",31,1,3,241
"$459","10.2 in","128 GB","Rose Gold","WiFi only",31,1,4,241
"$459","10.2 in","256 GB","Rose Gold","WiFi + Cellular",31,2,1,242
"$529","10.2 in","32 GB","Silver","WiFi + Cellular",31,2,2,242
"$429","7.9 in","64 GB","Space Grey","WiFi only",31,2,3,242
"$529","10.2 in","256 GB","Rose Gold","WiFi + Cellular",31,2,4,242
"$559","10.2 in","32 GB","Silver","WiFi only",31,3,1,243
"$529","7.9 in","256 GB","Silver","WiFi + Cellular",31,3,2,243
"$549","10.2 in","128 GB","Silver","WiFi only",31,3,3,243
"$559","10.2 in","32 GB","Silver","WiFi only",31,3,4,243
"$679","10.2 in","128 GB","Space Grey","WiFi only",31,4,1,244
"$429","10.2 in","128 GB","Silver","WiFi + Cellular",31,4,2,244
"$429","7.9 in","128 GB","Space Grey","WiFi + Cellular",31,4,3,244
"$549","7.9 in","32 GB","Rose Gold","WiFi only",31,4,4,244
"$679","10.2 in","32 GB","Rose Gold","WiFi + Cellular",31,5,1,245
"$399","7.9 in","32 GB","Space Grey","WiFi + Cellular",31,5,2,245
"$529","10.2 in","32 GB","Rose Gold","WiFi + Cellular",31,5,3,245
"$529","10.2 in","128 GB","Rose Gold","WiFi only",31,5,4,245
"$559","7.9 in","256 GB","Space Grey","WiFi + Cellular",31,6,1,246
"$429","7.9 in","128 GB","Rose Gold","WiFi only",31,6,2,246
"$529","10.2 in","128 GB","Space Grey","WiFi only",31,6,3,246
"$429","7.9 in","128 GB","Space Grey","WiFi + Cellular",31,6,4,246
"$329","7.9 in","128 GB","Rose Gold","WiFi only",31,7,1,247
"$679","7.9 in","128 GB","Space Grey","WiFi + Cellular",31,7,2,247
"$559","10.2 in","32 GB","Silver","WiFi + Cellular",31,7,3,247
"$529","10.2 in","64 GB","Silver","WiFi + Cellular",31,7,4,247
"$679","10.2 in","128 GB","Silver","WiFi + Cellular",31,8,1,248
"$399","10.2 in","64 GB","Silver","WiFi only",31,8,2,248
"$329","10.2 in","256 GB","Space Grey","WiFi + Cellular",31,8,3,248
"$529","7.9 in","32 GB","Rose Gold","WiFi + Cellular",31,8,4,248
"$559","10.2 in","256 GB","Silver","WiFi only",32,1,1,249
"$459","7.9 in","256 GB","Space Grey","WiFi + Cellular",32,1,2,249
"$559","10.2 in","256 GB","Silver","WiFi only",32,1,3,249
"$549","7.9 in","32 GB","Rose Gold","WiFi only",32,1,4,249
"$679","7.9 in","32 GB","Silver","WiFi + Cellular",32,2,1,250
"$429","10.2 in","128 GB","Space Grey","WiFi + Cellular",32,2,2,250
"$329","10.2 in","128 GB","Silver","WiFi only",32,2,3,250
"$529","7.9 in","32 GB","Rose Gold","WiFi only",32,2,4,250
"$429","7.9 in","32 GB","Silver","WiFi + Cellular",32,3,1,251
"$679","10.2 in","32 GB","Space Grey","WiFi + Cellular",32,3,2,251
"$329","7.9 in","128 GB","Space Grey","WiFi + Cellular",32,3,3,251
"$679","7.9 in","256 GB","Space Grey","WiFi + Cellular",32,3,4,251
"$559","7.9 in","128 GB","Rose Gold","WiFi + Cellular",32,4,1,252
"$549","7.9 in","32 GB","Space Grey","WiFi only",32,4,2,252
"$559","10.2 in","128 GB","Silver","WiFi + Cellular",32,4,3,252
"$679","10.2 in","64 GB","Space Grey","WiFi + Cellular",32,4,4,252
"$429","10.2 in","64 GB","Rose Gold","WiFi + Cellular",32,5,1,253
"$679","10.2 in","32 GB","Space Grey","WiFi only",32,5,2,253
"$329","7.9 in","64 GB","Rose Gold","WiFi only",32,5,3,253
"$529","10.2 in","64 GB","Silver","WiFi + Cellular",32,5,4,253
"$679","10.2 in","32 GB","Silver","WiFi only",32,6,1,254
"$399","10.2 in","32 GB","Rose Gold","WiFi + Cellular",32,6,2,254
"$459","10.2 in","128 GB","Silver","WiFi + Cellular",32,6,3,254
"$459","7.9 in","256 GB","Space Grey","WiFi + Cellular",32,6,4,254
"$399","7.9 in","64 GB","Silver","WiFi + Cellular",32,7,1,255
"$679","7.9 in","256 GB","Silver","WiFi only",32,7,2,255
"$529","7.9 in","128 GB","Rose Gold","WiFi + Cellular",32,7,3,255
"$559","7.9 in","64 GB","Rose Gold","WiFi + Cellular",32,7,4,255
"$429","10.2 in","64 GB","Silver","WiFi + Cellular",32,8,1,256
"$559","10.2 in","256 GB","Rose Gold","WiFi only",32,8,2,256
"$329","7.9 in","64 GB","Rose Gold","WiFi only",32,8,3,256
"$459","10.2 in","256 GB","Silver","WiFi only",32,8,4,256
"$549","10.2 in","64 GB","Rose Gold","WiFi only",33,1,1,257
"$559","10.2 in","128 GB","Rose Gold","WiFi only",33,1,2,257
"$559","7.9 in","32 GB","Rose Gold","WiFi + Cellular",33,1,3,257
"$549","7.9 in","32 GB","Space Grey","WiFi + Cellular",33,1,4,257
"$549","10.2 in","256 GB","Rose Gold","WiFi only",33,2,1,258
"$549","7.9 in","128 GB","Rose Gold","WiFi + Cellular",33,2,2,258
"$549","7.9 in","32 GB","Rose Gold","WiFi only",33,2,3,258
"$559","10.2 in","32 GB","Silver","WiFi + Cellular",33,2,4,258
"$679","10.2 in","64 GB","Rose Gold","WiFi only",33,3,1,259
"$559","7.9 in","256 GB","Silver","WiFi only",33,3,2,259
"$679","7.9 in","128 GB","Rose Gold","WiFi + Cellular",33,3,3,259
"$459","10.2 in","64 GB","Rose Gold","WiFi + Cellular",33,3,4,259
"$399","10.2 in","64 GB","Rose Gold","WiFi only",33,4,1,260
"$459","10.2 in","64 GB","Rose Gold","WiFi + Cellular",33,4,2,260
"$559","7.9 in","128 GB","Space Grey","WiFi only",33,4,3,260
"$549","10.2 in","256 GB","Space Grey","WiFi only",33,4,4,260
"$559","10.2 in","128 GB","Silver","WiFi + Cellular",33,5,1,261
"$329","7.9 in","64 GB","Rose Gold","WiFi + Cellular",33,5,2,261
"$329","7.9 in","32 GB","Space Grey","WiFi only",33,5,3,261
"$529","10.2 in","32 GB","Rose Gold","WiFi + Cellular",33,5,4,261
"$459","10.2 in","128 GB","Space Grey","WiFi + Cellular",33,6,1,262
"$559","7.9 in","32 GB","Rose Gold","WiFi + Cellular",33,6,2,262
"$549","10.2 in","32 GB","Space Grey","WiFi only",33,6,3,262
"$329","10.2 in","32 GB","Space Grey","WiFi only",33,6,4,262
"$399","7.9 in","32 GB","Space Grey","WiFi + Cellular",33,7,1,263
"$329","7.9 in","256 GB","Silver","WiFi + Cellular",33,7,2,263
"$529","10.2 in","32 GB","Space Grey","WiFi + Cellular",33,7,3,263
"$679","10.2 in","64 GB","Space Grey","WiFi only",33,7,4,263
"$399","10.2 in","256 GB","Rose Gold","WiFi + Cellular",33,8,1,264
"$399","7.9 in","32 GB","Space Grey","WiFi only",33,8,2,264
"$549","7.9 in","256 GB","Silver","WiFi only",33,8,3,264
"$429","10.2 in","64 GB","Silver","WiFi only",33,8,4,264
"$459","10.2 in","32 GB","Rose Gold","WiFi + Cellular",34,1,1,265
"$459","10.2 in","256 GB","Silver","WiFi + Cellular",34,1,2,265
"$559","10.2 in","64 GB","Space Grey","WiFi only",34,1,3,265
"$679","7.9 in","64 GB","Space Grey","WiFi + Cellular",34,1,4,265
"$549","7.9 in","32 GB","Silver","WiFi + Cellular",34,2,1,266
"$549","7.9 in","256 GB","Space Grey","WiFi + Cellular",34,2,2,266
"$329","10.2 in","256 GB","Rose Gold","WiFi only",34,2,3,266
"$399","7.9 in","32 GB","Rose Gold","WiFi only",34,2,4,266
"$429","10.2 in","128 GB","Rose Gold","WiFi only",34,3,1,267
"$399","10.2 in","64 GB","Rose Gold","WiFi + Cellular",34,3,2,267
"$679","7.9 in","64 GB","Silver","WiFi + Cellular",34,3,3,267
"$329","10.2 in","128 GB","Space Grey","WiFi only",34,3,4,267
"$559","7.9 in","32 GB","Rose Gold","WiFi + Cellular",34,4,1,268
"$529","10.2 in","128 GB","Rose Gold","WiFi + Cellular",34,4,2,268
"$679","10.2 in","128 GB","Space Grey","WiFi + Cellular",34,4,3,268
"$679","7.9 in","64 GB","Silver","WiFi + Cellular",34,4,4,268
"$679","7.9 in","128 GB","Silver","WiFi only",34,5,1,269
"$459","7.9 in","32 GB","Rose Gold","WiFi + Cellular",34,5,2,269
"$559","7.9 in","64 GB","Silver","WiFi only",34,5,3,269
"$549","7.9 in","256 GB","Space Grey","WiFi + Cellular",34,5,4,269
"$679","7.9 in","256 GB","Space Grey","WiFi only",34,6,1,270
"$559","7.9 in","32 GB","Rose Gold","WiFi + Cellular",34,6,2,270
"$429","7.9 in","32 GB","Rose Gold","WiFi only",34,6,3,270
"$329","7.9 in","256 GB","Rose Gold","WiFi + Cellular",34,6,4,270
"$529","7.9 in","64 GB","Silver","WiFi + Cellular",34,7,1,271
"$549","10.2 in","128 GB","Rose Gold","WiFi + Cellular",34,7,2,271
"$429","7.9 in","256 GB","Silver","WiFi only",34,7,3,271
"$329","10.2 in","256 GB","Silver","WiFi + Cellular",34,7,4,271
"$529","10.2 in","64 GB","Rose Gold","WiFi only",34,8,1,272
"$679","7.9 in","64 GB","Silver","WiFi + Cellular",34,8,2,272
"$399","7.9 in","256 GB","Space Grey","WiFi + Cellular",34,8,3,272
"$529","7.9 in","128 GB","Rose Gold","WiFi only",34,8,4,272
"$679","10.2 in","256 GB","Space Grey","WiFi only",35,1,1,273
"$329","10.2 in","128 GB","Space Grey","WiFi + Cellular",35,1,2,273
"$529","10.2 in","128 GB","Space Grey","WiFi only",35,1,3,273
"$529","10.2 in","32 GB","Silver","WiFi only",35,1,4,273
"$549","10.2 in","32 GB","Space Grey","WiFi + Cellular",35,2,1,274
"$559","10.2 in","64 GB","Rose Gold","WiFi + Cellular",35,2,2,274
"$429","10.2 in","256 GB","Space Grey","WiFi + Cellular",35,2,3,274
"$459","10.2 in","64 GB","Space Grey","WiFi only",35,2,4,274
"$429","7.9 in","32 GB","Rose Gold","WiFi + Cellular",35,3,1,275
"$329","10.2 in","128 GB","Silver","WiFi + Cellular",35,3,2,275
"$549","10.2 in","32 GB","Silver","WiFi only",35,3,3,275
"$679","7.9 in","128 GB","Silver","WiFi only",35,3,4,275
"$549","10.2 in","32 GB","Space Grey","WiFi + Cellular",35,4,1,276
"$459","7.9 in","32 GB","Rose Gold","WiFi only",35,4,2,276
"$549","10.2 in","32 GB","Rose Gold","WiFi + Cellular",35,4,3,276
"$329","10.2 in","256 GB","Silver","WiFi only",35,4,4,276
"$429","7.9 in","64 GB","Silver","WiFi only",35,5,1,277
"$329","10.2 in","128 GB","Rose Gold","WiFi + Cellular",35,5,2,277
"$459","10.2 in","64 GB","Silver","WiFi only",35,5,3,277
"$429","7.9 in","64 GB","Space Grey","WiFi only",35,5,4,277
"$399","10.2 in","64 GB","Silver","WiFi + Cellular",35,6,1,278
"$459","10.2 in","256 GB","Space Grey","WiFi only",35,6,2,278
"$559","7.9 in","256 GB","Space Grey","WiFi only",35,6,3,278
"$529","7.9 in","64 GB","Space Grey","WiFi only",35,6,4,278
"$679","10.2 in","128 GB","Rose Gold","WiFi + Cellular",35,7,1,279
"$399","7.9 in","32 GB","Space Grey","WiFi only",35,7,2,279
"$399","10.2 in","128 GB","Rose Gold","WiFi + Cellular",35,7,3,279
"$329","10.2 in","128 GB","Silver","WiFi only",35,7,4,279
"$559","7.9 in","32 GB","Space Grey","WiFi only",35,8,1,280
"$679","10.2 in","32 GB","Silver","WiFi only",35,8,2,280
"$549","7.9 in","64 GB","Rose Gold","WiFi + Cellular",35,8,3,280
"$329","7.9 in","64 GB","Space Grey","WiFi only",35,8,4,280
"$679","10.2 in","128 GB","Rose Gold","WiFi only",36,1,1,281
"$399","7.9 in","32 GB","Rose Gold","WiFi only",36,1,2,281
"$559","7.9 in","128 GB","Space Grey","WiFi + Cellular",36,1,3,281
"$529","7.9 in","256 GB","Rose Gold","WiFi only",36,1,4,281
"$429","7.9 in","32 GB","Space Grey","WiFi only",36,2,1,282
"$559","10.2 in","64 GB","Silver","WiFi + Cellular",36,2,2,282
"$399","10.2 in","256 GB","Rose Gold","WiFi only",36,2,3,282
"$529","10.2 in","32 GB","Space Grey","WiFi only",36,2,4,282
"$329","10.2 in","64 GB","Space Grey","WiFi only",36,3,1,283
"$329","7.9 in","64 GB","Silver","WiFi + Cellular",36,3,2,283
"$429","7.9 in","128 GB","Space Grey","WiFi + Cellular",36,3,3,283
"$529","10.2 in","32 GB","Rose Gold","WiFi + Cellular",36,3,4,283
"$399","7.9 in","32 GB","Rose Gold","WiFi + Cellular",36,4,1,284
"$399","10.2 in","128 GB","Rose Gold","WiFi only",36,4,2,284
"$399","10.2 in","32 GB","Rose Gold","WiFi only",36,4,3,284
"$399","10.2 in","256 GB","Space Grey","WiFi only",36,4,4,284
"$459","10.2 in","32 GB","Rose Gold","WiFi only",36,5,1,285
"$559","10.2 in","32 GB","Silver","WiFi + Cellular",36,5,2,285
"$559","7.9 in","128 GB","Silver","WiFi only",36,5,3,285
"$459","10.2 in","64 GB","Rose Gold","WiFi + Cellular",36,5,4,285
"$559","10.2 in","64 GB","Silver","WiFi only",36,6,1,286
"$399","10.2 in","32 GB","Space Grey","WiFi only",36,6,2,286
"$399","10.2 in","32 GB","Silver","WiFi only",36,6,3,286
"$559","10.2 in","128 GB","Rose Gold","WiFi only",36,6,4,286
"$529","7.9 in","32 GB","Rose Gold","WiFi + Cellular",36,7,1,287
"$459","10.2 in","128 GB","Rose Gold","WiFi + Cellular",36,7,2,287
"$329","10.2 in","128 GB","Rose Gold","WiFi + Cellular",36,7,3,287
"$559","7.9 in","128 GB","Space Grey","WiFi + Cellular",36,7,4,287
"$329","10.2 in","32 GB","Space Grey","WiFi only",36,8,1,288
"$559","7.9 in","256 GB","Space Grey","WiFi only",36,8,2,288
"$549","7.9 in","64 GB","Silver","WiFi only",36,8,3,288
"$329","7.9 in","64 GB","Silver","WiFi only",36,8,4,288
"$429","7.9 in","128 GB","Silver","WiFi only",37,1,1,289
"$549","10.2 in","256 GB","Space Grey","WiFi only",37,1,2,289
"$559","10.2 in","128 GB","Rose Gold","WiFi only",37,1,3,289
"$549","10.2 in","128 GB","Silver","WiFi + Cellular",37,1,4,289
"$399","7.9 in","64 GB","Silver","WiFi only",37,2,1,290
"$529","10.2 in","128 GB","Rose Gold","WiFi + Cellular",37,2,2,290
"$549","7.9 in","32 GB","Rose Gold","WiFi + Cellular",37,2,3,290
"$549","7.9 in","32 GB","Space Grey","WiFi only",37,2,4,290
"$429","7.9 in","256 GB","Space Grey","WiFi only",37,3,1,291
"$549","7.9 in","32 GB","Space Grey","WiFi + Cellular",37,3,2,291
"$399","10.2 in","128 GB","Silver","WiFi + Cellular",37,3,3,291
"$429","7.9 in","128 GB","Rose Gold","WiFi only",37,3,4,291
"$679","7.9 in","32 GB","Space Grey","WiFi only",37,4,1,292
"$429","10.2 in","32 GB","Silver","WiFi only",37,4,2,292
"$559","10.2 in","128 GB","Silver","WiFi only",37,4,3,292
"$559","7.9 in","64 GB","Rose Gold","WiFi + Cellular",37,4,4,292
"$459","7.9 in","32 GB","Silver","WiFi + Cellular",37,5,1,293
"$559","7.9 in","64 GB","Silver","WiFi + Cellular",37,5,2,293
"$529","7.9 in","32 GB","Silver","WiFi only",37,5,3,293
"$329","10.2 in","64 GB","Rose Gold","WiFi only",37,5,4,293
"$679","7.9 in","256 GB","Rose Gold","WiFi only",37,6,1,294
"$459","10.2 in","64 GB","Rose Gold","WiFi + Cellular",37,6,2,294
"$429","10.2 in","256 GB","Rose Gold","WiFi + Cellular",37,6,3,294
"$529","7.9 in","128 GB","Silver","WiFi + Cellular",37,6,4,294
"$679","7.9 in","64 GB","Space Grey","WiFi + Cellular",37,7,1,295
"$429","7.9 in","256 GB","Space Grey","WiFi only",37,7,2,295
"$429","10.2 in","32 GB","Rose Gold","WiFi + Cellular",37,7,3,295
"$679","7.9 in","64 GB","Space Grey","WiFi + Cellular",37,7,4,295
"$529","7.9 in","128 GB","Rose Gold","WiFi + Cellular",37,8,1,296
"$429","10.2 in","64 GB","Silver","WiFi only",37,8,2,296
"$399","10.2 in","256 GB","Space Grey","WiFi + Cellular",37,8,3,296
"$549","7.9 in","64 GB","Silver","WiFi only",37,8,4,296
"$399","7.9 in","64 GB","Rose Gold","WiFi only",38,1,1,297
"$559","10.2 in","128 GB","Silver","WiFi + Cellular",38,1,2,297
"$429","10.2 in","64 GB","Silver","WiFi only",38,1,3,297
"$329","7.9 in","32 GB","Rose Gold","WiFi only",38,1,4,297
"$399","10.2 in","32 GB","Silver","WiFi only",38,2,1,298
"$459","7.9 in","32 GB","Silver","WiFi only",38,2,2,298
"$679","7.9 in","64 GB","Silver","WiFi + Cellular",38,2,3,298
"$329","7.9 in","256 GB","Rose Gold","WiFi only",38,2,4,298
"$529","10.2 in","64 GB","Space Grey","WiFi only",38,3,1,299
"$529","10.2 in","256 GB","Space Grey","WiFi only",38,3,2,299
"$399","10.2 in","256 GB","Silver","WiFi + Cellular",38,3,3,299
"$399","7.9 in","32 GB","Space Grey","WiFi only",38,3,4,299
"$559","10.2 in","64 GB","Silver","WiFi only",38,4,1,300
"$399","7.9 in","128 GB","Rose Gold","WiFi + Cellular",38,4,2,300
"$549","7.9 in","32 GB","Silver","WiFi only",38,4,3,300
"$459","10.2 in","256 GB","Rose Gold","WiFi + Cellular",38,4,4,300
"$329","7.9 in","256 GB","Rose Gold","WiFi + Cellular",38,5,1,301
"$459","10.2 in","64 GB","Silver","WiFi + Cellular",38,5,2,301
"$529","7.9 in","256 GB","Silver","WiFi only",38,5,3,301
"$429","10.2 in","64 GB","Silver","WiFi + Cellular",38,5,4,301
"$459","7.9 in","64 GB","Rose Gold","WiFi only",38,6,1,302
"$549","10.2 in","64 GB","Rose Gold","WiFi only",38,6,2,302
"$679","7.9 in","64 GB","Silver","WiFi + Cellular",38,6,3,302
"$399","7.9 in","256 GB","Silver","WiFi only",38,6,4,302
"$559","10.2 in","256 GB","Silver","WiFi + Cellular",38,7,1,303
"$459","7.9 in","32 GB","Silver","WiFi + Cellular",38,7,2,303
"$399","7.9 in","64 GB","Rose Gold","WiFi only",38,7,3,303
"$399","10.2 in","128 GB","Silver","WiFi + Cellular",38,7,4,303
"$429","7.9 in","256 GB","Space Grey","WiFi + Cellular",38,8,1,304
"$459","7.9 in","256 GB","Space Grey","WiFi only",38,8,2,304
"$679","10.2 in","256 GB","Silver","WiFi only",38,8,3,304
"$529","7.9 in","128 GB","Rose Gold","WiFi only",38,8,4,304
"$529","7.9 in","64 GB","Rose Gold","WiFi only",39,1,1,305
"$679","10.2 in","64 GB","Rose Gold","WiFi only",39,1,2,305
"$329","7.9 in","32 GB","Space Grey","WiFi + Cellular",39,1,3,305
"$459","10.2 in","256 GB","Silver","WiFi + Cellular",39,1,4,305
"$529","7.9 in","64 GB","Silver","WiFi only",39,2,1,306
"$549","10.2 in","32 GB","Space Grey","WiFi only",39,2,2,306
"$329","10.2 in","128 GB","Silver","WiFi + Cellular",39,2,3,306
"$679","10.2 in","32 GB","Rose Gold","WiFi only",39,2,4,306
"$329","10.2 in","64 GB","Space Grey","WiFi + Cellular",39,3,1,307
"$429","7.9 in","128 GB","Rose Gold","WiFi only",39,3,2,307
"$549","7.9 in","128 GB","Space Grey","WiFi + Cellular",39,3,3,307
"$429","7.9 in","32 GB","Space Grey","WiFi + Cellular",39,3,4,307
"$429","7.9 in","32 GB","Space Grey","WiFi only",39,4,1,308
"$549","10.2 in","32 GB","Rose Gold","WiFi only",39,4,2,308
"$559","10.2 in","128 GB","Rose Gold","WiFi only",39,4,3,308
"$679","7.9 in","32 GB","Silver","WiFi only",39,4,4,308
"$429","10.2 in","64 GB","Space Grey","WiFi only",39,5,1,309
"$459","10.2 in","128 GB","Space Grey","WiFi + Cellular",39,5,2,309
"$559","7.9 in","64 GB","Space Grey","WiFi + Cellular",39,5,3,309
"$459","10.2 in","64 GB","Space Grey","WiFi + Cellular",39,5,4,309
"$529","7.9 in","128 GB","Space Grey","WiFi + Cellular",39,6,1,310
"$399","10.2 in","256 GB","Space Grey","WiFi only",39,6,2,310
"$459","10.2 in","128 GB","Silver","WiFi only",39,6,3,310
"$429","10.2 in","256 GB","Rose Gold","WiFi only",39,6,4,310
"$399","7.9 in","64 GB","Rose Gold","WiFi only",39,7,1,311
"$679","7.9 in","64 GB","Silver","WiFi only",39,7,2,311
"$549","7.9 in","64 GB","Rose Gold","WiFi only",39,7,3,311
"$429","7.9 in","128 GB","Silver","WiFi + Cellular",39,7,4,311
"$329","10.2 in","32 GB","Silver","WiFi only",39,8,1,312
"$429","10.2 in","128 GB","Space Grey","WiFi only",39,8,2,312
"$459","7.9 in","64 GB","Space Grey","WiFi + Cellular",39,8,3,312
"$329","10.2 in","64 GB","Silver","WiFi only",39,8,4,312
"$549","10.2 in","32 GB","Silver","WiFi + Cellular",40,1,1,313
"$529","7.9 in","128 GB","Rose Gold","WiFi + Cellular",40,1,2,313
"$459","7.9 in","128 GB","Space Grey","WiFi + Cellular",40,1,3,313
"$679","10.2 in","128 GB","Space Grey","WiFi only",40,1,4,313
"$429","10.2 in","32 GB","Silver","WiFi + Cellular",40,2,1,314
"$399","10.2 in","64 GB","Space Grey","WiFi + Cellular",40,2,2,314
"$679","7.9 in","64 GB","Space Grey","WiFi only",40,2,3,314
"$429","10.2 in","32 GB","Space Grey","WiFi only",40,2,4,314
"$329","10.2 in","128 GB","Silver","WiFi only",40,3,1,315
"$459","10.2 in","128 GB","Space Grey","WiFi + Cellular",40,3,2,315
"$399","10.2 in","128 GB","Space Grey","WiFi only",40,3,3,315
"$559","7.9 in","256 GB","Space Grey","WiFi + Cellular",40,3,4,315
"$679","7.9 in","256 GB","Silver","WiFi only",40,4,1,316
"$559","7.9 in","64 GB","Silver","WiFi + Cellular",40,4,2,316
"$399","7.9 in","32 GB","Space Grey","WiFi + Cellular",40,4,3,316
"$529","10.2 in","128 GB","Rose Gold","WiFi + Cellular",40,4,4,316
"$559","10.2 in","64 GB","Rose Gold","WiFi only",40,5,1,317
"$679","10.2 in","256 GB","Space Grey","WiFi + Cellular",40,5,2,317
"$559","7.9 in","64 GB","Silver","WiFi only",40,5,3,317
"$429","7.9 in","64 GB","Silver","WiFi only",40,5,4,317
"$399","10.2 in","128 GB","Silver","WiFi + Cellular",40,6,1,318
"$329","10.2 in","256 GB","Silver","WiFi + Cellular",40,6,2,318
"$399","7.9 in","64 GB","Rose Gold","WiFi + Cellular",40,6,3,318
"$679","7.9 in","32 GB","Rose Gold","WiFi only",40,6,4,318
"$459","7.9 in","256 GB","Space Grey","WiFi + Cellular",40,7,1,319
"$329","10.2 in","256 GB","Silver","WiFi only",40,7,2,319
"$429","10.2 in","64 GB","Rose Gold","WiFi + Cellular",40,7,3,319
"$529","7.9 in","128 GB","Rose Gold","WiFi only",40,7,4,319
"$429","7.9 in","64 GB","Rose Gold","WiFi + Cellular",40,8,1,320
"$529","7.9 in","32 GB","Silver","WiFi only",40,8,2,320
"$429","10.2 in","256 GB","Silver","WiFi + Cellular",40,8,3,320
"$559","7.9 in","128 GB","Space Grey","WiFi only",40,8,4,320
