"type","price","freshness","respID","qID","altID","obsID"
"Red Delicious",3.5,"Average",51,3,1,303
"Fuji",4,"Poor",51,3,2,303
"Fuji",4,"Excellent",51,4,1,304
"Honeycrisp",1.5,"Excellent",51,4,2,304
"Pink Lady",3,"Poor",51,5,1,305
"Fuji",4,"Average",51,5,2,305
"Honeycrisp",1.5,"Poor",51,6,1,306
"Gala",2,"Excellent",51,6,2,306
"Pink Lady",3,"Poor",52,1,1,307
"Red Delicious",1,"Average",52,1,2,307
"Fuji",3.5,"Excellent",52,2,1,308
"Red Delicious",4,"Poor",52,2,2,308
"Honeycrisp",3,"Poor",52,3,1,309
"Gala",2,"Excellent",52,3,2,309
"Gala",2,"Excellent",52,4,1,310
"Honeycrisp",3.5,"Average",52,4,2,310
"Pink Lady",1,"Average",52,5,1,311
"Pink Lady",3,"Poor",52,5,2,311
"Fuji",4,"Average",52,6,1,312
"Fuji",2.5,"Excellent",52,6,2,312
"Red Delicious",3.5,"Average",53,1,1,313
"Fuji",4,"Excellent",53,1,2,313
"Pink Lady",2,"Average",53,2,1,314
"Pink Lady",1,"Average",53,2,2,314
"Red Delicious",4,"Poor",53,3,1,315
"Red Delicious",4,"Average",53,3,2,315
"Red Delicious",2.5,"Average",53,4,1,316
"Gala",2.5,"Average",53,4,2,316
"Gala",2.5,"Excellent",53,5,1,317
"Red Delicious",3,"Average",53,5,2,317
"Fuji",4,"Poor",53,6,1,318
"Gala",3,"Average",53,6,2,318
"Honeycrisp",4,"Excellent",54,1,1,319
"Honeycrisp",1,"Average",54,1,2,319
"Pink Lady",3,"Poor",54,2,1,320
"Gala",4,"Poor",54,2,2,320
"Red Delicious",2,"Poor",54,3,1,321
"Gala",3,"Average",54,3,2,321
"Pink Lady",3.5,"Average",54,4,1,322
"Gala",1,"Excellent",54,4,2,322
"Honeycrisp",3.5,"Poor",54,5,1,323
"Fuji",3.5,"Poor",54,5,2,323
"Red Delicious",4,"Excellent",54,6,1,324
"Red Delicious",1.5,"Poor",54,6,2,324
"Red Delicious",3.5,"Excellent",55,1,1,325
"Fuji",3,"Poor",55,1,2,325
"Pink Lady",1.5,"Average",55,2,1,326
"Fuji",2,"Average",55,2,2,326
"Fuji",3.5,"Poor",55,3,1,327
"Red Delicious",3.5,"Average",55,3,2,327
"Pink Lady",2,"Excellent",55,4,1,328
"Gala",2.5,"Average",55,4,2,328
"Gala",1,"Poor",55,5,1,329
"Red Delicious",1.5,"Poor",55,5,2,329
"Pink Lady",3.5,"Poor",55,6,1,330
"Red Delicious",4,"Poor",55,6,2,330
"Honeycrisp",2.5,"Excellent",56,1,1,331
"Red Delicious",1.5,"Average",56,1,2,331
"Gala",1,"Poor",56,2,1,332
"Fuji",3.5,"Poor",56,2,2,332
"Gala",1.5,"Average",56,3,1,333
"Honeycrisp",2,"Excellent",56,3,2,333
"Gala",3,"Average",56,4,1,334
"Fuji",1,"Average",56,4,2,334
"Gala",1,"Excellent",56,5,1,335
"Honeycrisp",4,"Poor",56,5,2,335
"Red Delicious",1.5,"Poor",56,6,1,336
"Red Delicious",3.5,"Average",56,6,2,336
"Fuji",3,"Excellent",57,1,1,337
"Gala",3.5,"Poor",57,1,2,337
"Gala",2.5,"Poor",57,2,1,338
"Fuji",2.5,"Poor",57,2,2,338
"Gala",2.5,"Average",57,3,1,339
"Gala",2,"Average",57,3,2,339
"Pink Lady",3,"Excellent",57,4,1,340
"Honeycrisp",3.5,"Excellent",57,4,2,340
"Red Delicious",1,"Poor",57,5,1,341
"Gala",1,"Poor",57,5,2,341
"Gala",3.5,"Poor",57,6,1,342
"Gala",3,"Excellent",57,6,2,342
"Honeycrisp",2,"Average",58,1,1,343
"Honeycrisp",2,"Excellent",58,1,2,343
"Honeycrisp",1.5,"Excellent",58,2,1,344
"Honeycrisp",3,"Poor",58,2,2,344
"Gala",2,"Poor",58,3,1,345
"Red Delicious",3.5,"Average",58,3,2,345
"Honeycrisp",1,"Excellent",58,4,1,346
"Red Delicious",3.5,"Poor",58,4,2,346
"Gala",4,"Average",58,5,1,347
"Honeycrisp",3,"Average",58,5,2,347
"Gala",1.5,"Average",58,6,1,348
"Pink Lady",2.5,"Poor",58,6,2,348
"Fuji",1.5,"Poor",59,1,1,349
"Gala",3,"Average",59,1,2,349
"Honeycrisp",1.5,"Excellent",59,2,1,350
"Red Delicious",4,"Poor",59,2,2,350
"Red Delicious",4,"Excellent",59,3,1,351
"Gala",3.5,"Excellent",59,3,2,351
"Honeycrisp",2.5,"Poor",59,4,1,352
"Honeycrisp",3,"Excellent",59,4,2,352
"Honeycrisp",4,"Excellent",59,5,1,353
"Honeycrisp",2.5,"Poor",59,5,2,353
"Honeycrisp",4,"Average",59,6,1,354
"Pink Lady",1.5,"Poor",59,6,2,354
"Honeycrisp",2.5,"Average",60,1,1,355
"Honeycrisp",4,"Poor",60,1,2,355
"Pink Lady",3,"Average",60,2,1,356
"Pink Lady",4,"Poor",60,2,2,356
"Honeycrisp",2.5,"Poor",60,3,1,357
"Honeycrisp",4,"Excellent",60,3,2,357
"Honeycrisp",2.5,"Excellent",60,4,1,358
"Gala",1,"Excellent",60,4,2,358
"Red Delicious",3,"Average",60,5,1,359
"Pink Lady",3.5,"Excellent",60,5,2,359
"Red Delicious",2.5,"Poor",60,6,1,360
"Fuji",2,"Poor",60,6,2,360
"Gala",3.5,"Poor",61,1,1,361
"Pink Lady",1,"Excellent",61,1,2,361
"Fuji",2.5,"Poor",61,2,1,362
"Red Delicious",2.5,"Excellent",61,2,2,362
"Pink Lady",3.5,"Excellent",61,3,1,363
"Honeycrisp",2,"Average",61,3,2,363
"Honeycrisp",1.5,"Average",61,4,1,364
"Pink Lady",1.5,"Poor",61,4,2,364
"Fuji",3.5,"Average",61,5,1,365
"Pink Lady",2.5,"Poor",61,5,2,365
"Gala",1.5,"Poor",61,6,1,366
"Honeycrisp",2,"Average",61,6,2,366
"Fuji",3,"Excellent",62,1,1,367
"Pink Lady",2.5,"Poor",62,1,2,367
"Red Delicious",2,"Poor",62,2,1,368
"Pink Lady",4,"Excellent",62,2,2,368
"Fuji",1.5,"Poor",62,3,1,369
"Honeycrisp",3.5,"Average",62,3,2,369
"Pink Lady",3.5,"Average",62,4,1,370
"Honeycrisp",2.5,"Average",62,4,2,370
"Honeycrisp",2,"Poor",62,5,1,371
"Honeycrisp",4,"Average",62,5,2,371
"Fuji",1,"Average",62,6,1,372
"Gala",2,"Average",62,6,2,372
"Red Delicious",1,"Excellent",63,1,1,373
"Gala",2.5,"Excellent",63,1,2,373
"Fuji",2.5,"Average",63,2,1,374
"Red Delicious",3.5,"Poor",63,2,2,374
"Red Delicious",3.5,"Excellent",63,3,1,375
"Fuji",4,"Average",63,3,2,375
"Red Delicious",3,"Average",63,4,1,376
"Pink Lady",4,"Average",63,4,2,376
"Fuji",2,"Average",63,5,1,377
"Fuji",3,"Excellent",63,5,2,377
"Honeycrisp",3.5,"Excellent",63,6,1,378
"Red Delicious",4,"Poor",63,6,2,378
"Red Delicious",1.5,"Excellent",64,1,1,379
"Red Delicious",2.5,"Average",64,1,2,379
"Gala",3,"Excellent",64,2,1,380
"Honeycrisp",4,"Excellent",64,2,2,380
"Gala",3.5,"Average",64,3,1,381
"Honeycrisp",3.5,"Excellent",64,3,2,381
"Pink Lady",4,"Excellent",64,4,1,382
"Gala",2.5,"Excellent",64,4,2,382
"Red Delicious",2.5,"Poor",64,5,1,383
"Honeycrisp",1.5,"Average",64,5,2,383
"Red Delicious",3.5,"Excellent",64,6,1,384
"Gala",1,"Excellent",64,6,2,384
"Pink Lady",3.5,"Excellent",65,1,1,385
"Fuji",1,"Excellent",65,1,2,385
"Honeycrisp",2.5,"Excellent",65,2,1,386
"Red Delicious",4,"Excellent",65,2,2,386
"Pink Lady",3.5,"Poor",65,3,1,387
"Honeycrisp",4,"Poor",65,3,2,387
"Pink Lady",2,"Average",65,4,1,388
"Pink Lady",4,"Average",65,4,2,388
"Gala",3.5,"Excellent",65,5,1,389
"Red Delicious",2.5,"Average",65,5,2,389
"Red Delicious",2,"Excellent",65,6,1,390
"Red Delicious",3,"Average",65,6,2,390
"Fuji",1.5,"Excellent",66,1,1,391
"Red Delicious",2,"Poor",66,1,2,391
"Fuji",3.5,"Poor",66,2,1,392
"Gala",4,"Excellent",66,2,2,392
"Fuji",3,"Poor",66,3,1,393
"Red Delicious",3,"Excellent",66,3,2,393
"Pink Lady",2,"Average",66,4,1,394
"Pink Lady",1.5,"Excellent",66,4,2,394
"Honeycrisp",2,"Poor",66,5,1,395
"Fuji",2.5,"Excellent",66,5,2,395
"Gala",1.5,"Excellent",66,6,1,396
"Gala",2.5,"Excellent",66,6,2,396
"Gala",1,"Poor",67,1,1,397
"Pink Lady",2,"Excellent",67,1,2,397
"Fuji",2,"Excellent",67,2,1,398
"Gala",3.5,"Average",67,2,2,398
"Red Delicious",3.5,"Poor",67,3,1,399
"Gala",2,"Poor",67,3,2,399
"Pink Lady",2.5,"Excellent",67,4,1,400
"Honeycrisp",1.5,"Excellent",67,4,2,400
"Fuji",2,"Poor",67,5,1,401
"Fuji",3,"Average",67,5,2,401
"Gala",3.5,"Excellent",67,6,1,402
"Honeycrisp",3.5,"Excellent",67,6,2,402
"Honeycrisp",2.5,"Excellent",68,1,1,403
"Gala",3.5,"Poor",68,1,2,403
"Gala",4,"Excellent",68,2,1,404
"Pink Lady",3,"Average",68,2,2,404
"Pink Lady",2,"Excellent",68,3,1,405
"Gala",3,"Poor",68,3,2,405
"Pink Lady",1,"Excellent",68,4,1,406
"Red Delicious",1.5,"Average",68,4,2,406
"Pink Lady",4,"Poor",68,5,1,407
"Red Delicious",2.5,"Average",68,5,2,407
"Red Delicious",3.5,"Average",68,6,1,408
"Fuji",4,"Poor",68,6,2,408
"Honeycrisp",1.5,"Poor",69,1,1,409
"Honeycrisp",4,"Average",69,1,2,409
"Honeycrisp",3.5,"Poor",69,2,1,410
"Gala",1,"Poor",69,2,2,410
"Pink Lady",1.5,"Average",69,3,1,411
"Red Delicious",4,"Poor",69,3,2,411
"Honeycrisp",4,"Average",69,4,1,412
"Fuji",3.5,"Excellent",69,4,2,412
"Honeycrisp",3,"Poor",69,5,1,413
"Pink Lady",3.5,"Excellent",69,5,2,413
"Gala",1,"Average",69,6,1,414
"Fuji",1.5,"Poor",69,6,2,414
"Honeycrisp",1.5,"Average",70,1,1,415
"Red Delicious",3,"Poor",70,1,2,415
"Gala",2,"Poor",70,2,1,416
"Gala",1,"Poor",70,2,2,416
"Fuji",2,"Poor",70,3,1,417
"Fuji",4,"Average",70,3,2,417
"Red Delicious",3,"Excellent",70,4,1,418
"Pink Lady",1.5,"Poor",70,4,2,418
"Pink Lady",1.5,"Poor",70,5,1,419
"Gala",2.5,"Poor",70,5,2,419
"Pink Lady",3.5,"Excellent",70,6,1,420
"Red Delicious",1.5,"Excellent",70,6,2,420
"Red Delicious",3.5,"Poor",71,1,1,421
"Honeycrisp",3.5,"Excellent",71,1,2,421
"Fuji",1,"Poor",71,2,1,422
"Red Delicious",2.5,"Poor",71,2,2,422
"Honeycrisp",1.5,"Average",71,3,1,423
"Red Delicious",3.5,"Poor",71,3,2,423
"Red Delicious",4,"Excellent",71,4,1,424
"Gala",1,"Poor",71,4,2,424
"Red Delicious",1,"Excellent",71,5,1,425
"Pink Lady",2.5,"Poor",71,5,2,425
"Pink Lady",1.5,"Average",71,6,1,426
"Red Delicious",3,"Average",71,6,2,426
"Fuji",3.5,"Average",72,1,1,427
"Pink Lady",2.5,"Average",72,1,2,427
"Fuji",1,"Average",72,2,1,428
"Gala",3.5,"Poor",72,2,2,428
"Pink Lady",2.5,"Poor",72,3,1,429
"Red Delicious",2.5,"Poor",72,3,2,429
"Fuji",2.5,"Excellent",72,4,1,430
"Honeycrisp",2.5,"Excellent",72,4,2,430
"Red Delicious",2,"Excellent",72,5,1,431
"Pink Lady",3,"Poor",72,5,2,431
"Gala",1,"Poor",72,6,1,432
"Fuji",1.5,"Excellent",72,6,2,432
"Red Delicious",2,"Poor",73,1,1,433
"Fuji",3.5,"Poor",73,1,2,433
"Pink Lady",1,"Average",73,2,1,434
"Gala",2.5,"Poor",73,2,2,434
"Pink Lady",3.5,"Excellent",73,3,1,435
"Gala",1.5,"Excellent",73,3,2,435
"Red Delicious",3.5,"Excellent",73,4,1,436
"Honeycrisp",1.5,"Poor",73,4,2,436
"Honeycrisp",2.5,"Excellent",73,5,1,437
"Fuji",2,"Poor",73,5,2,437
"Gala",2.5,"Average",73,6,1,438
"Fuji",3.5,"Excellent",73,6,2,438
"Gala",4,"Excellent",74,1,1,439
"Honeycrisp",3,"Poor",74,1,2,439
"Fuji",3.5,"Poor",74,2,1,440
"Honeycrisp",3,"Excellent",74,2,2,440
"Pink Lady",2.5,"Average",74,3,1,441
"Gala",3.5,"Poor",74,3,2,441
"Gala",3.5,"Poor",74,4,1,442
"Red Delicious",3,"Poor",74,4,2,442
"Fuji",4,"Excellent",74,5,1,443
"Pink Lady",3,"Poor",74,5,2,443
"Gala",1,"Average",74,6,1,444
"Gala",1,"Poor",74,6,2,444
"Red Delicious",3.5,"Excellent",75,1,1,445
"Pink Lady",2,"Average",75,1,2,445
"Fuji",2,"Poor",75,2,1,446
"Fuji",1,"Poor",75,2,2,446
"Red Delicious",4,"Average",75,3,1,447
"Honeycrisp",2.5,"Average",75,3,2,447
"Fuji",4,"Excellent",75,4,1,448
"Gala",2,"Average",75,4,2,448
"Red Delicious",3,"Poor",75,5,1,449
"Gala",3,"Poor",75,5,2,449
"Fuji",1.5,"Average",75,6,1,450
"Red Delicious",1,"Poor",75,6,2,450
"Red Delicious",4,"Excellent",76,1,1,451
"Pink Lady",1.5,"Poor",76,1,2,451
"Fuji",3,"Average",76,2,1,452
"Pink Lady",2.5,"Poor",76,2,2,452
"Red Delicious",1,"Poor",76,3,1,453
"Honeycrisp",1,"Poor",76,3,2,453
"Red Delicious",3,"Poor",76,4,1,454
"Red Delicious",1.5,"Poor",76,4,2,454
"Gala",3.5,"Average",76,5,1,455
"Pink Lady",2,"Average",76,5,2,455
"Fuji",3,"Excellent",76,6,1,456
"Red Delicious",4,"Excellent",76,6,2,456
"Honeycrisp",1.5,"Average",77,1,1,457
"Fuji",3.5,"Excellent",77,1,2,457
"Pink Lady",4,"Excellent",77,2,1,458
"Pink Lady",1.5,"Average",77,2,2,458
"Red Delicious",4,"Poor",77,3,1,459
"Honeycrisp",2.5,"Poor",77,3,2,459
"Gala",2.5,"Excellent",77,4,1,460
"Gala",1,"Excellent",77,4,2,460
"Fuji",1,"Poor",77,5,1,461
"Red Delicious",1.5,"Excellent",77,5,2,461
"Fuji",3.5,"Poor",77,6,1,462
"Red Delicious",2.5,"Average",77,6,2,462
"Fuji",2,"Excellent",78,1,1,463
"Gala",1.5,"Average",78,1,2,463
"Fuji",3,"Excellent",78,2,1,464
"Gala",2,"Excellent",78,2,2,464
"Gala",3,"Poor",78,3,1,465
"Fuji",3.5,"Poor",78,3,2,465
"Pink Lady",3,"Excellent",78,4,1,466
"Red Delicious",1.5,"Excellent",78,4,2,466
"Red Delicious",2,"Poor",78,5,1,467
"Honeycrisp",1,"Poor",78,5,2,467
"Gala",1,"Average",78,6,1,468
"Fuji",2,"Average",78,6,2,468
"Red Delicious",3.5,"Average",79,1,1,469
"Honeycrisp",1,"Average",79,1,2,469
"Gala",4,"Excellent",79,2,1,470
"Honeycrisp",3,"Poor",79,2,2,470
"Honeycrisp",1.5,"Average",79,3,1,471
"Honeycrisp",4,"Average",79,3,2,471
"Red Delicious",2,"Excellent",79,4,1,472
"Honeycrisp",2,"Poor",79,4,2,472
"Red Delicious",1,"Average",79,5,1,473
"Pink Lady",3.5,"Poor",79,5,2,473
"Red Delicious",1.5,"Excellent",79,6,1,474
"Fuji",2,"Excellent",79,6,2,474
"Honeycrisp",1.5,"Poor",80,1,1,475
"Gala",2.5,"Excellent",80,1,2,475
"Pink Lady",3,"Excellent",80,2,1,476
"Gala",1.5,"Average",80,2,2,476
"Honeycrisp",4,"Average",80,3,1,477
"Honeycrisp",3,"Excellent",80,3,2,477
"Fuji",1,"Poor",80,4,1,478
"Gala",3.5,"Average",80,4,2,478
"Pink Lady",4,"Poor",80,5,1,479
"Red Delicious",2.5,"Excellent",80,5,2,479
"Gala",3,"Excellent",80,6,1,480
"Fuji",2,"Poor",80,6,2,480
"Gala",4,"Average",81,1,1,481
"Honeycrisp",3,"Excellent",81,1,2,481
"Pink Lady",1,"Excellent",81,2,1,482
"Fuji",1,"Excellent",81,2,2,482
"Pink Lady",1,"Poor",81,3,1,483
"Honeycrisp",4,"Average",81,3,2,483
"Honeycrisp",3.5,"Average",81,4,1,484
"Honeycrisp",1.5,"Excellent",81,4,2,484
"Honeycrisp",3,"Average",81,5,1,485
"Fuji",1,"Poor",81,5,2,485
"Red Delicious",3.5,"Excellent",81,6,1,486
"Gala",2.5,"Excellent",81,6,2,486
"Pink Lady",1.5,"Average",82,1,1,487
"Pink Lady",3.5,"Excellent",82,1,2,487
"Pink Lady",2.5,"Average",82,2,1,488
"Gala",3.5,"Average",82,2,2,488
"Gala",3,"Average",82,3,1,489
"Red Delicious",4,"Excellent",82,3,2,489
"Pink Lady",2.5,"Poor",82,4,1,490
"Gala",4,"Average",82,4,2,490
"Fuji",1,"Poor",82,5,1,491
"Red Delicious",3.5,"Average",82,5,2,491
"Fuji",2,"Poor",82,6,1,492
"Honeycrisp",3.5,"Excellent",82,6,2,492
"Honeycrisp",4,"Poor",83,1,1,493
"Gala",2.5,"Poor",83,1,2,493
"Honeycrisp",4,"Average",83,2,1,494
"Gala",2.5,"Excellent",83,2,2,494
"Fuji",2.5,"Average",83,3,1,495
"Red Delicious",3,"Excellent",83,3,2,495
"Pink Lady",2.5,"Poor",83,4,1,496
"Fuji",2,"Poor",83,4,2,496
"Gala",1.5,"Average",83,5,1,497
"Honeycrisp",2.5,"Excellent",83,5,2,497
"Fuji",3,"Poor",83,6,1,498
"Honeycrisp",1,"Excellent",83,6,2,498
"Fuji",3,"Poor",84,1,1,499
"Fuji",1.5,"Poor",84,1,2,499
"Fuji",2.5,"Average",84,2,1,500
"Pink Lady",1.5,"Average",84,2,2,500
"Red Delicious",2.5,"Poor",84,3,1,501
"Fuji",2.5,"Poor",84,3,2,501
"Pink Lady",1.5,"Poor",84,4,1,502
"Pink Lady",1,"Excellent",84,4,2,502
"Fuji",3.5,"Poor",84,5,1,503
"Gala",1,"Poor",84,5,2,503
"Fuji",4,"Average",84,6,1,504
"Fuji",4,"Excellent",84,6,2,504
"Honeycrisp",3,"Excellent",85,1,1,505
"Red Delicious",2.5,"Excellent",85,1,2,505
"Gala",4,"Excellent",85,2,1,506
"Gala",3,"Excellent",85,2,2,506
"Fuji",1,"Average",85,3,1,507
"Pink Lady",1,"Poor",85,3,2,507
"Pink Lady",1,"Average",85,4,1,508
"Fuji",2.5,"Average",85,4,2,508
"Honeycrisp",2,"Average",85,5,1,509
"Honeycrisp",1.5,"Poor",85,5,2,509
"Red Delicious",1,"Excellent",85,6,1,510
"Fuji",1.5,"Average",85,6,2,510
"Honeycrisp",3.5,"Poor",86,1,1,511
"Gala",2.5,"Excellent",86,1,2,511
"Pink Lady",3,"Excellent",86,2,1,512
"Honeycrisp",3.5,"Average",86,2,2,512
"Honeycrisp",2.5,"Excellent",86,3,1,513
"Fuji",1.5,"Average",86,3,2,513
"Honeycrisp",2,"Excellent",86,4,1,514
"Gala",3,"Excellent",86,4,2,514
"Honeycrisp",3.5,"Average",86,5,1,515
"Gala",1,"Average",86,5,2,515
"Pink Lady",1,"Excellent",86,6,1,516
"Honeycrisp",4,"Excellent",86,6,2,516
"Gala",1,"Poor",87,1,1,517
"Honeycrisp",4,"Average",87,1,2,517
"Pink Lady",2,"Excellent",87,2,1,518
"Red Delicious",3.5,"Average",87,2,2,518
"Pink Lady",3,"Average",87,3,1,519
"Red Delicious",3,"Average",87,3,2,519
"Red Delicious",3,"Average",87,4,1,520
"Fuji",3.5,"Excellent",87,4,2,520
"Gala",1,"Poor",87,5,1,521
"Honeycrisp",1.5,"Excellent",87,5,2,521
"Honeycrisp",2,"Excellent",87,6,1,522
"Honeycrisp",3,"Poor",87,6,2,522
"Gala",2.5,"Poor",88,1,1,523
"Pink Lady",3.5,"Excellent",88,1,2,523
"Red Delicious",1.5,"Excellent",88,2,1,524
"Honeycrisp",1,"Poor",88,2,2,524
"Honeycrisp",2,"Poor",88,3,1,525
"Honeycrisp",3,"Poor",88,3,2,525
"Honeycrisp",1.5,"Poor",88,4,1,526
"Pink Lady",2.5,"Excellent",88,4,2,526
"Pink Lady",3,"Excellent",88,5,1,527
"Gala",2.5,"Poor",88,5,2,527
"Honeycrisp",2.5,"Poor",88,6,1,528
"Fuji",3.5,"Average",88,6,2,528
"Gala",1,"Excellent",89,1,1,529
"Pink Lady",4,"Average",89,1,2,529
"Gala",2,"Average",89,2,1,530
"Red Delicious",3,"Excellent",89,2,2,530
"Pink Lady",4,"Average",89,3,1,531
"Red Delicious",1,"Excellent",89,3,2,531
"Red Delicious",1,"Poor",89,4,1,532
"Pink Lady",2,"Average",89,4,2,532
"Pink Lady",2.5,"Excellent",89,5,1,533
"Pink Lady",3.5,"Average",89,5,2,533
"Fuji",2,"Poor",89,6,1,534
"Honeycrisp",1.5,"Poor",89,6,2,534
"Honeycrisp",4,"Average",90,1,1,535
"Red Delicious",1,"Excellent",90,1,2,535
"Red Delicious",1.5,"Average",90,2,1,536
"Fuji",3,"Poor",90,2,2,536
"Pink Lady",3,"Poor",90,3,1,537
"Gala",2.5,"Average",90,3,2,537
"Fuji",1,"Average",90,4,1,538
"Honeycrisp",1,"Average",90,4,2,538
"Fuji",1,"Excellent",90,5,1,539
"Red Delicious",2,"Poor",90,5,2,539
"Gala",2.5,"Average",90,6,1,540
"Gala",1,"Poor",90,6,2,540
"Fuji",2.5,"Excellent",91,1,1,541
"Honeycrisp",2,"Average",91,1,2,541
"Fuji",4,"Poor",91,2,1,542
"Red Delicious",1,"Excellent",91,2,2,542
"Fuji",4,"Poor",91,3,1,543
"Red Delicious",2,"Excellent",91,3,2,543
"Fuji",3,"Poor",91,4,1,544
"Fuji",4,"Poor",91,4,2,544
"Honeycrisp",2,"Excellent",91,5,1,545
"Fuji",3,"Poor",91,5,2,545
"Pink Lady",3.5,"Excellent",91,6,1,546
"Fuji",1,"Poor",91,6,2,546
"Gala",2,"Excellent",92,1,1,547
"Honeycrisp",1,"Excellent",92,1,2,547
"Gala",3.5,"Excellent",92,2,1,548
"Pink Lady",2.5,"Poor",92,2,2,548
"Red Delicious",2.5,"Average",92,3,1,549
"Fuji",1,"Poor",92,3,2,549
"Gala",3.5,"Poor",92,4,1,550
"Red Delicious",1,"Excellent",92,4,2,550
"Pink Lady",1.5,"Average",92,5,1,551
"Fuji",2,"Poor",92,5,2,551
"Red Delicious",1.5,"Poor",92,6,1,552
"Gala",3,"Average",92,6,2,552
"Red Delicious",2,"Excellent",93,1,1,553
"Red Delicious",1,"Average",93,1,2,553
"Honeycrisp",3.5,"Poor",93,2,1,554
"Fuji",1,"Poor",93,2,2,554
"Pink Lady",1.5,"Average",93,3,1,555
"Gala",1,"Excellent",93,3,2,555
"Honeycrisp",4,"Average",93,4,1,556
"Pink Lady",3,"Poor",93,4,2,556
"Pink Lady",3,"Average",93,5,1,557
"Gala",1.5,"Excellent",93,5,2,557
"Gala",3.5,"Average",93,6,1,558
"Red Delicious",3,"Excellent",93,6,2,558
"Fuji",1,"Excellent",94,1,1,559
"Gala",4,"Poor",94,1,2,559
"Gala",1.5,"Average",94,2,1,560
"Honeycrisp",3.5,"Poor",94,2,2,560
"Fuji",4,"Excellent",94,3,1,561
"Honeycrisp",2,"Average",94,3,2,561
"Fuji",3.5,"Average",94,4,1,562
"Red Delicious",3,"Poor",94,4,2,562
"Pink Lady",2.5,"Average",94,5,1,563
"Pink Lady",3.5,"Average",94,5,2,563
"Honeycrisp",3,"Average",94,6,1,564
"Honeycrisp",1,"Average",94,6,2,564
"Gala",1,"Average",95,1,1,565
"Honeycrisp",3,"Average",95,1,2,565
"Gala",2,"Excellent",95,2,1,566
"Gala",1.5,"Poor",95,2,2,566
"Fuji",3.5,"Average",95,3,1,567
"Fuji",1.5,"Average",95,3,2,567
"Fuji",3.5,"Excellent",95,4,1,568
"Pink Lady",1.5,"Excellent",95,4,2,568
"Pink Lady",4,"Average",95,5,1,569
"Red Delicious",4,"Poor",95,5,2,569
"Fuji",4,"Average",95,6,1,570
"Fuji",2,"Average",95,6,2,570
"Gala",1.5,"Excellent",96,1,1,571
"Red Delicious",3,"Poor",96,1,2,571
"Pink Lady",3,"Average",96,2,1,572
"Red Delicious",1,"Poor",96,2,2,572
"Honeycrisp",3,"Average",96,3,1,573
"Honeycrisp",1.5,"Excellent",96,3,2,573
"Honeycrisp",3,"Excellent",96,4,1,574
"Gala",3,"Average",96,4,2,574
"Pink Lady",3,"Average",96,5,1,575
"Honeycrisp",3.5,"Average",96,5,2,575
"Gala",1.5,"Excellent",96,6,1,576
"Pink Lady",3.5,"Excellent",96,6,2,576
"Red Delicious",3.5,"Average",97,1,1,577
"Red Delicious",4,"Excellent",97,1,2,577
"Fuji",1,"Average",97,2,1,578
"Honeycrisp",3.5,"Poor",97,2,2,578
"Pink Lady",2,"Average",97,3,1,579
"Honeycrisp",3.5,"Excellent",97,3,2,579
"Honeycrisp",1,"Excellent",97,4,1,580
"Pink Lady",3,"Average",97,4,2,580
"Red Delicious",2.5,"Poor",97,5,1,581
"Gala",2.5,"Poor",97,5,2,581
"Pink Lady",1,"Poor",97,6,1,582
"Gala",3,"Excellent",97,6,2,582
"Red Delicious",2.5,"Excellent",98,1,1,583
"Pink Lady",1,"Excellent",98,1,2,583
"Gala",1.5,"Average",98,2,1,584
"Honeycrisp",2.5,"Poor",98,2,2,584
"Fuji",1.5,"Excellent",98,3,1,585
"Gala",4,"Excellent",98,3,2,585
"Pink Lady",4,"Average",98,4,1,586
"Red Delicious",3.5,"Excellent",98,4,2,586
"Gala",4,"Excellent",98,5,1,587
"Red Delicious",4,"Poor",98,5,2,587
"Honeycrisp",1.5,"Average",98,6,1,588
"Red Delicious",2.5,"Poor",98,6,2,588
"Fuji",4,"Poor",99,1,1,589
"Pink Lady",1.5,"Average",99,1,2,589
"Red Delicious",3.5,"Excellent",99,2,1,590
"Gala",3.5,"Poor",99,2,2,590
"Red Delicious",2,"Average",99,3,1,591
"Red Delicious",3,"Average",99,3,2,591
"Pink Lady",1,"Average",99,4,1,592
"Red Delicious",2,"Excellent",99,4,2,592
"Honeycrisp",1,"Poor",99,5,1,593
"Fuji",1.5,"Excellent",99,5,2,593
"Gala",4,"Average",99,6,1,594
"Gala",1.5,"Poor",99,6,2,594
"Gala",1.5,"Excellent",100,1,1,595
"Fuji",2.5,"Average",100,1,2,595
"Pink Lady",1,"Average",100,2,1,596
"Honeycrisp",2,"Average",100,2,2,596
"Fuji",2.5,"Excellent",100,3,1,597
"Red Delicious",1,"Average",100,3,2,597
"Fuji",3,"Average",100,4,1,598
"Fuji",3,"Average",100,4,2,598
"Red Delicious",1.5,"Excellent",100,5,1,599
"Fuji",1,"Excellent",100,5,2,599
"Honeycrisp",2.5,"Excellent",100,6,1,600
"Gala",2.5,"Excellent",100,6,2,600
"Honeycrisp",3,"Average",101,1,1,601
"Pink Lady",2,"Average",101,1,2,601
"Gala",4,"Poor",101,2,1,602
"Red Delicious",3.5,"Excellent",101,2,2,602
"Red Delicious",2,"Average",101,3,1,603
"Pink Lady",1.5,"Average",101,3,2,603
"Pink Lady",1.5,"Excellent",101,4,1,604
"Red Delicious",3,"Poor",101,4,2,604
"Fuji",1,"Poor",101,5,1,605
